Collecting time,X,Y,Z,
92490,168,-123,178,
92530,218,-150,128,
92570,249,-168,78,
92610,262,-174,42,
92650,276,-177,-8,
92690,281,-182,-43,
92730,280,-181,-91,
92770,278,-188,-142,
92810,276,-204,-189,
92850,257,-226,-261,
92890,204,-225,-349,
92930,133,-242,-425,
92970,62,-238,-473,
93010,-13,-250,-511,
93050,-75,-280,-528,
93091,-147,-301,-533,
93131,-240,-347,-525,
93171,-348,-399,-486,
93211,-409,-430,-444,
93251,-460,-452,-393,
93291,-485,-478,-362,
93331,-509,-495,-321,
93371,-520,-505,-296,
93411,-526,-520,-276,
93451,-528,-534,-272,
93491,-532,-546,-257,
93531,-539,-546,-235,
93571,-546,-538,-223,
93611,-557,-528,-197,
93651,-564,-553,-131,
93691,-562,-579,-77,
93731,-562,-586,-50,
93771,-553,-584,15,
93811,-516,-600,123,
93851,-464,-598,205,
93891,-417,-588,266,
93931,-345,-594,315,
93971,-268,-598,348,
94011,-153,-594,368,
94051,-75,-592,372,
94092,-17,-604,351,
94132,27,-596,340,
94172,50,-555,343,
94212,84,-539,332,
94252,98,-509,328,
94292,147,-502,295,
94332,189,-513,258,
94372,219,-513,224,
94412,236,-514,197,
94452,266,-516,152,
94492,293,-511,90,
94532,316,-508,3,
94572,325,-505,-94,
94612,315,-502,-171,
94652,306,-498,-216,
94692,270,-481,-306,
94732,233,-465,-369,
94772,184,-482,-424,
94812,95,-531,-483,
94852,-62,-614,-518,
94892,-121,-663,-502,
94932,-158,-695,-487,
94972,-172,-713,-476,
95012,-177,-739,-459,
95052,-182,-752,-448,
95093,-191,-769,-437,
95133,-204,-779,-425,
95173,-196,-788,-421,
95213,-200,-802,-404,
95253,-218,-814,-393,
95293,-234,-823,-378,
95333,-243,-820,-376,
95373,-267,-825,-362,
95413,-302,-795,-379,
95453,-327,-762,-394,
95493,-423,-638,-402,
95533,-546,-546,-291,
95573,-592,-548,-149,
95613,-588,-563,17,
95653,-567,-577,83,
95693,-555,-571,122,
95733,-543,-544,159,
95773,-527,-526,194,
95813,-500,-494,245,
95853,-442,-466,307,
95893,-379,-446,357,
95933,-305,-436,393,
95973,-238,-430,415,
96013,-190,-404,421,
96053,-155,-361,426,
96094,-133,-319,418,
96134,-125,-313,422,
96174,-120,-325,423,
96214,-106,-377,424,
96254,-39,-470,412,
96294,47,-460,382,
96334,145,-440,322,
96374,221,-378,254,
96414,260,-340,200,
96454,303,-331,109,
96494,331,-317,-5,
96534,331,-311,-155,
96574,279,-327,-309,
96614,226,-346,-394,
96654,176,-388,-447,
96694,131,-411,-485,
96734,113,-439,-493,
96774,104,-457,-498,
96814,87,-444,-510,
96854,81,-410,-514,
96894,72,-373,-518,
96934,53,-356,-524,
96974,-1,-364,-546,
97014,-81,-316,-556,
97054,-212,-159,-502,
97095,-319,-80,-419,
97135,-404,-53,-324,
97175,-462,-20,-150,
97215,-462,-9,-43,
97255,-455,-12,22,
97295,-425,-22,119,
97335,-389,-11,151,
97375,-367,7,150,
97415,-330,10,182,
97455,-285,23,203,
97495,-255,27,218,
97535,-216,41,211,
97575,-189,67,188,
97615,-170,90,159,
97655,-148,97,146,
97695,-140,105,131,
97735,-141,119,111,
97775,-149,119,100,
97815,-134,123,94,
97855,-111,128,77,
97895,-87,135,54,
97935,-65,141,33,
97975,-44,137,14,
98015,-14,134,-5,
98055,26,122,-103,
98096,20,102,-218,
98136,-17,75,-298,
98176,-55,49,-350,
98216,-90,25,-385,
98256,-121,5,-404,
98296,-145,-5,-412,
98336,-166,-3,-408,
98376,-178,-4,-408,
98416,-189,1,-395,
98456,-200,8,-382,
98496,-231,4,-376,
98536,-301,-14,-362,
98576,-364,-9,-294,
98616,-388,-4,-255,
98656,-402,3,-208,
98696,-404,8,-171,
98736,-402,20,-133,
98776,-395,31,-82,
98816,-397,20,9,
98856,-359,3,121,
98896,-308,4,169,
98936,-247,0,210,
98976,-179,-5,240,
99016,-102,-22,256,
99056,-20,-45,258,
99097,69,-64,223,
99137,128,-99,204,
99177,162,-142,206,
99217,183,-149,178,
99257,210,-140,133,
99297,242,-138,55,
99337,270,-177,4,
99377,291,-208,-57,
99417,299,-248,-128,
99457,286,-277,-217,
99497,251,-274,-303,
99537,177,-230,-390,
99577,113,-226,-441,
99617,57,-212,-465,
99657,-54,-239,-519,
99697,-210,-306,-525,
99737,-345,-355,-485,
99777,-438,-409,-416,
99817,-492,-466,-349,
99857,-528,-505,-283,
99897,-547,-515,-236,
99937,-558,-524,-195,
99977,-567,-511,-155,
100017,-571,-520,-118,
100057,-569,-546,-97,
100098,-546,-628,-48,
100138,-532,-646,-20,
100178,-521,-670,-3,
100218,-503,-700,3,
100258,-488,-735,-23,
100298,-484,-740,-21,
100338,-473,-738,33,
100378,-442,-723,138,
100418,-396,-681,232,
100458,-356,-651,287,
100498,-328,-629,314,
100538,-311,-604,340,
100578,-302,-589,350,
100618,-307,-589,353,
100658,-314,-594,353,
100698,-328,-601,352,
100738,-336,-609,349,
100778,-334,-613,355,
100818,-338,-618,362,
100858,-340,-621,366,
100898,-341,-627,369,
100938,-354,-636,365,
100978,-366,-643,365,
101018,-377,-650,361,
101058,-387,-663,358,
101099,-391,-668,358,
101139,-390,-674,367,
101179,-395,-683,371,
101219,-402,-690,374,
101259,-414,-698,370,
101299,-430,-713,365,
101339,-444,-720,362,
101379,-453,-725,363,
101419,-460,-729,366,
101459,-461,-735,370,
101499,-467,-739,377,
101539,-470,-745,379,
101579,-478,-749,385,
101619,-491,-755,382,
101659,-498,-754,383,
101699,-504,-753,389,
101739,-508,-756,396,
101779,-508,-755,409,
101819,-508,-755,415,
101859,-510,-752,426,
101899,-514,-752,431,
101939,-515,-753,438,
101979,-517,-752,445,
102019,-520,-749,451,
102059,-522,-749,456,
102100,-522,-749,460,
102140,-526,-752,462,
102180,-538,-751,465,
102220,-540,-754,464,
102260,-543,-752,470,
102300,-546,-752,475,
102340,-546,-752,478,
102380,-541,-746,485,
102420,-537,-747,493,
102460,-539,-747,493,
102500,-535,-751,499,
102540,-529,-752,507,
102580,-525,-750,512,
102620,-522,-742,523,
102660,-521,-735,524,
102700,-521,-731,526,
102740,-521,-731,525,
102780,-519,-730,529,
102820,-518,-733,530,
102860,-515,-733,528,
102900,-511,-736,529,
102940,-506,-739,530,
102980,-503,-740,531,
103020,-500,-735,535,
103060,-497,-730,541,
